compound_name,Morphology score,Infection rate (%),Inhibition of cytopathicity (%),naive_composite,naive_rank
lactulose,-0.036818424024306,97.5,0.14200000000000004,-0.017976278814208307,2792.0
4-tert-butylphenol,0.089207436190543,110.0,0.914,-0.017994592020138422,2793.0
hydroxyzine,0.065536776440746,104.5,-0.45599999999999996,-0.018001938077399544,2794.0
UBP-310,-0.069860820754688,96.5,0.818,-0.018010187534968265,2795.0
acetyl-11-keto-beta-boswellic-acid,0.10387871925538,105.0,-1.509,-0.018048911910427606,2796.0
emtricitabine,0.154186974569105,113.5,0.1620000000000001,-0.018053151580125437,2797.0
sobetirome,0.076309884258073,103.0,-1.3980000000000001,-0.018081375653321463,2798.0
stavudine,0.031005815649418,106.5,1.4260000000000002,-0.018081953165367464,2799.0
phentolamine,-0.002609991343197,98.0,-0.792,-0.01812689046765918,2800.0
geranyl-farnesylacetate,-0.016812583348966,99.0,0.054000000000000006,-0.018138128367734357,2801.0
benzoyl-peroxide,-0.042614979989785,97.5,0.30599999999999994,-0.01814187015275452,2802.0
GLPG0492-R-enantiomer,-0.003535240776864,104.5,1.734,-0.018315443022010863,2803.0
PCI-34051,0.107668412752496,111.0,0.6579999999999999,-0.018324769709342492,2804.0
cephalothin,-0.012552189360996,102.5,1.248,-0.01832560265624883,2805.0
salsolinol-1-carboxylic-acid,-0.043599847941611,97.5,0.31000000000000005,-0.018337998930224586,2806.0
RU-58841,-0.062316598514885,100.0,1.876,-0.018407195510193947,2807.0
CPSI-1306-(+/-),0.00815367021353,103.0,0.758,-0.01842566445413152,2808.0
fudosteine,0.039899706062379,104.5,0.31,-0.01844809893571882,2809.0
chloramine-T,0.043000500001032,104.5,0.2040000000000001,-0.01848813120823345,2810.0
YM-298198-desmethyl,0.084223384183327,105.0,-0.9359999999999999,-0.01849145487396142,2811.0
"benzenemethanol,-2,5-dimethyl-[[(1-methylethyl)amino]methyl]",0.058331164698492,106.5,0.48200000000000004,-0.018504342937929314,2812.0
WIKI4,0.101766480728948,108.5,-0.15000000000000005,-0.01852612955677872,2813.0
TC-O-9311,0.07209403557473,105.0,-0.55,-0.018536466515713945,2814.0
LY2334737,0.048388543497,100.0,-1.7259999999999998,-0.018552206639877777,2815.0
amfenac,0.051617920215997,104.5,-0.096,-0.018637505621790156,2816.0
lamivudine,-0.008632018532427,102.0,0.8800000000000001,-0.01865725883375169,2817.0
UNC669,0.146113634835269,108.0,-1.798,-0.018661768717613453,2818.0
amitifadine,0.057504356340876,110.5,2.034,-0.018696327119505158,2819.0
atazanavir,0.128608837070858,112.0,0.31400000000000006,-0.018709769952821625,2820.0
roscovitine,-0.06019743699473,96.0,0.21000000000000002,-0.018723400611349028,2821.0
tiotropium,0.077560154025463,100.5,-2.5060000000000002,-0.018765788135324996,2822.0
ornidazole,0.080855603499276,107.0,-0.092,-0.018781570788270214,2823.0
clemizole,0.152542589624604,103.0,-3.968,-0.01881214891277272,2824.0
hydroxyprogesterone-acetate,0.013570476938674,104.5,1.11,-0.018812544777297102,2825.0
MK-3697,-0.011175525332739,100.0,0.1620000000000001,-0.01882636252308238,2826.0
HC-030031,0.045210586364626,109.0,1.828,-0.01884779285013501,2827.0
A-769662,0.088218579897605,106.5,-0.534,-0.018850108712559543,2828.0
pargyline,0.080286583980579,108.0,0.304,-0.018855762559085647,2829.0
nicotinamide,0.026049532890787,107.5,1.86,-0.01888776831786665,2830.0
dibenzothiophene,0.044314411214034,105.0,0.29800000000000004,-0.018893319938474356,2831.0
vipadenant,0.056241332389663,110.0,1.8519999999999999,-0.018899023703448054,2832.0
SC-236,0.052720850581672,106.0,0.4119999999999999,-0.01890863839861412,2833.0
OF-1,0.008834945964191,102.0,0.278,-0.018917224363602363,2834.0
nadifloxacin,-0.00369924599399,106.0,2.2359999999999998,-0.01891733538747638,2835.0
eluxadoline,0.149866775881512,117.0,1.528,-0.018983917724078037,2836.0
arofylline,0.177593298279036,107.5,-3.0599999999999996,-0.019010518640017016,2837.0
PMPA,0.050051235164805,99.0,-2.246,-0.019101845099240806,2838.0
trihexyphenidyl,0.16741172059921,92.0,-8.762,-0.019118570621333413,2839.0
UC-112,0.025911588194209,103.5,0.278,-0.019126674324040544,2840.0
BRL-26314,0.011806770560298,101.5,-0.05,-0.01918327094097964,2841.0
naratriptan,0.072701371796318,104.5,-0.8619999999999999,-0.01922835289466592,2842.0
raclopride,0.124309130207797,104.0,-2.7340000000000004,-0.01928735760582197,2843.0
clonidine,0.061551158487151,100.0,-2.2600000000000002,-0.019313729057203594,2844.0
CD-1530,-0.052169686576034,106.5,3.94,-0.019326492860877915,2845.0
SD-208,0.08816702610043,101.0,-2.738,-0.01934953496198381,2846.0
ceramide,-0.054265155164334,98.0,0.7020000000000001,-0.019373483755345828,2847.0
cholecalciferol,-0.00659984679487,96.5,-1.424,-0.019386100275888125,2848.0
sulfabenzamide,0.089294868832478,105.5,-1.036,-0.019406579685877667,2849.0
pivmecillinam,-0.028731423369396,99.0,0.254,-0.019444543104202183,2850.0
liothyronine,0.105699627445275,107.5,-0.8,-0.019473843104853894,2851.0
guanosine,0.098248909501512,106.0,-1.1460000000000001,-0.01950791411236445,2852.0
dropropizine,0.105615421057109,102.75,-2.647,-0.019516792318543086,2853.0
serotonin,0.06336155550225,108.0,0.752,-0.01955645996741869,2854.0
apricitabine,0.071016641850742,108.0,0.504,-0.019558936494538437,2855.0
levomenol,-0.054816691053149,104.5,3.216,-0.019561403225097623,2856.0
isosorbide-dinitrate,0.076479730168121,111.5,1.682,-0.01958514953427019,2857.0
homoquinolinic-acid,0.057451459376755,102.5,-1.1960000000000002,-0.019587961960453353,2858.0
phensuximide,0.081360041156952,112.5,1.908,-0.019615061439273457,2859.0
exo-IWR-1,0.001735320212698,102.0,0.40800000000000003,-0.019618909599153356,2860.0
pimonidazole,0.062153285566783,108.0,0.778,-0.01964859619040978,2861.0
tideglusib,0.108811379784407,108.0,-0.734,-0.01966670989832923,2862.0
homoveratrylamine,-0.015244518954261,118.5,7.353999999999999,-0.01967153233443797,2863.0
toremifene,-0.0543676678104,112.0,6.090000000000001,-0.019719491189357563,2864.0
acetriazoic-acid,0.13789156665018,112.0,-0.13399999999999998,-0.019749474288853763,2865.0
croconazole,0.061349487111837,104.5,-0.5860000000000001,-0.0198706530517887,2866.0
PSI-6130,0.043876365836254,104.5,-0.02799999999999998,-0.019921826627267453,2867.0
TCID,0.058017158723523,101.0,-1.846,-0.019936433339798925,2868.0
"7,8,9,10-tetrahydroazepino[2,1-b]quinazolin-12(6H)-one",-0.100723916457341,105.5,5.034,-0.01995045245349218,2869.0
edoxudine,0.03606740932948,107.5,1.384,-0.019957161004879837,2870.0
LM-22A4,0.041078383780609,102.5,-0.724,-0.019994014163732105,2871.0
BML-190,0.130862009055584,112.0,0.05600000000000003,-0.02001283406699735,2872.0
flutrimazole,0.166246637648369,108.5,-2.448,-0.020018605143386492,2873.0
danegaptide,0.04150987153222,105.0,0.22599999999999998,-0.02003884784463676,2874.0
thiorphan,0.106445169981568,98.5,-4.4,-0.020056013319532884,2875.0
cefaclor,0.045253444926442,104.0,-0.28800000000000014,-0.02007236452174488,2876.0
hemin,0.026832304155367,104.5,0.5,-0.020086473603020922,2877.0
JNJ-63533054,0.06560404585048,102.0,-1.7260000000000002,-0.02009615382111803,2878.0
AMD11070,0.041196531006122,102.5,-0.748,-0.02013605562850544,2879.0
GSK2334470,0.038371247972006,105.5,0.5020000000000001,-0.020176839678286023,2880.0
aminothiazole,0.016538820706349,104.5,0.8200000000000001,-0.020178004131095124,2881.0
PF-04885614,0.011758923210377,103.0,0.38400000000000006,-0.020237394818381493,2882.0
terreic-acid-(-),0.033645542562908,103.0,-0.32599999999999996,-0.020251123752009326,2883.0
BC-11,0.086253114679085,109.0,0.29599999999999993,-0.020285544371605235,2884.0
anagrelide,0.142388940078735,112.5,-0.16399999999999998,-0.02030257961058113,2885.0
resveratrol,0.010167753426756,103.5,0.62,-0.020304559843603315,2886.0
estradiol-cypionate,-0.001997235958868,99.0,-0.736,-0.020325375702290205,2887.0
Strontium Ranelate,-0.00072332815172,107.0,2.322,-0.020366466815258184,2888.0
immepip,0.047146318798602,101.0,-1.5559999999999998,-0.02037063116751958,2889.0
zoniporide,0.126646093547816,115.0,1.3039999999999998,-0.020384389628978965,2890.0
icaritin,-0.01295404405297,100.5,0.19200000000000003,-0.0203863253790173,2891.0
talinolol,0.072816914607881,106.5,-0.25600000000000006,-0.020400597588911995,2892.0
benfluorex,0.029758030489075,103.5,-0.03200000000000001,-0.020432951433280538,2893.0
telatinib,0.061093653520456,107.0,0.312,-0.020438065136484457,2894.0
iopodic-acid,0.07270222392721,104.0,-1.232,-0.020466645251978832,2895.0
deoxyepinephrine,0.042265950727541,106.0,0.528,-0.020472982115911493,2896.0
metaraminol,-0.05784984065246,104.5,3.184,-0.020477414000874144,2897.0
fluprazine,0.071536737238409,105.5,-0.616,-0.020494107324664463,2898.0
"2-hydroxy-4-((E)-3-(4-hydroxyphenyl)acryloyl)-2-((2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yl)-6-((2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yl)cyclohexane-1,3,5-trione",0.057292684505649,104.0,-0.742,-0.020526558119518052,2899.0
CPI-169,-0.000259298083398,102.5,0.5359999999999999,-0.02053821662162599,2900.0
lerisetron,0.0473849549906,100.5,-1.782,-0.02054108756265305,2901.0
AK-7,0.059883568097587,107.0,0.332,-0.020572851669749315,2902.0
tranilast,0.09169036225577,108.5,-0.11600000000000002,-0.020581449494468496,2903.0
clidinium,-0.064005820936378,95.0,-0.324,-0.020617534847996555,2904.0
esculin,0.150249142297499,111.0,-1.052,-0.020665249409850706,2905.0
tolmetin,0.081346942755597,105.5,-0.958,-0.020667503511568246,2906.0
indoximod,0.183248425169018,110.5,-2.314,-0.02066793222106415,2907.0
diadenosine-tetraphosphate,0.071337219572927,108.0,0.336,-0.02066856264967143,2908.0
nifenazone,0.032883088063729,102.5,-0.5559999999999998,-0.02067771919277095,2909.0
ESI-09,-0.051260458904318,104.0,2.744,-0.02070804580743446,2910.0
crenolanib,-0.05918405779454,99.5,1.252,-0.020720327069836803,2911.0
clobetasol-propionate,0.000720359048348,105.0,1.448,-0.020725714322932576,2912.0
ethosuximide,0.04774379684148,104.5,-0.26799999999999996,-0.020730560502534967,2913.0
bismuth-subcitrate-potassium,-0.002141137242204,103.0,0.75,-0.020826445085553275,2914.0
broxuridine,0.034717368523241,108.0,1.494,-0.020856387216024008,2915.0
trimethoprim,-0.054760864026217,98.5,0.6940000000000001,-0.0209088089353399,2916.0
carebastine,0.070206412644271,103.0,-1.6039999999999999,-0.020921468370472634,2917.0
dexloxiglumide,0.090818538041066,107.0,-0.7200000000000001,-0.020933476107711863,2918.0
JNJ-16259685,0.067231238892081,103.5,-1.318,-0.020951842555966455,2919.0
MRS-1220,-0.00360551332772,110.5,3.69,-0.020955671232942952,2920.0
2-methyl-5-nitrophenol,0.062612901102675,98.5,-3.112,-0.020971209571469213,2921.0
gaboxadol,0.053525007536925,106.5,0.2859999999999999,-0.020978599893404965,2922.0
vernakalant,0.109140004519968,110.0,-0.156,-0.020987534226951838,2923.0
quinolinic-acid,0.107308066922223,107.5,-1.068,-0.02099412869991309,2924.0
DBPR108,0.014817313806515,102.0,-0.21399999999999997,-0.02101826615902221,2925.0
imipramine,-0.038496060700897,92.5,-2.178,-0.021028716985167728,2926.0
imetit,0.100083827281779,106.0,-1.422,-0.021032938999713813,2927.0
SB-328437,0.086401422261031,106.5,-0.788,-0.021051962275122404,2928.0
PNU-282987,-0.058534065054392,99.5,1.1800000000000002,-0.021079144807684542,2929.0
SDZ-NKT-343,0.003512232108568,107.5,2.274,-0.021105906162779037,2930.0
bivalirudin,-0.003635825683902,102.0,0.37,-0.02110959556546684,2931.0
dipeptamin,0.003458759189454,102.5,0.33399999999999996,-0.021113467646950806,2932.0
doxepin,0.05364982578231,105.0,-0.32399999999999995,-0.02114589524281037,2933.0
4BP-TQS,-0.05570762159021,95.0,-0.6679999999999999,-0.021149343312976982,2934.0
bopindolol,0.11979522079464,110.0,-0.524,-0.021151520202418506,2935.0
PAOPA,0.096023248342963,110.0,0.24000000000000005,-0.02118701613570732,2936.0
oxybuprocaine,0.089406914512204,113.5,1.81,-0.021204634062719812,2937.0
pivagabine,0.051280499976966,105.0,-0.26399999999999996,-0.02126309968068485,2938.0
gly-gln,0.090272225617154,107.5,-0.5559999999999999,-0.021269535265102963,2939.0
cefamandole-nafate,0.059787965151781,102.0,-1.7080000000000002,-0.021293955279675852,2940.0
ivabradine,0.149791196914722,112.0,-0.742,-0.021319541017713568,2941.0
norgestimate,0.111304853396635,107.5,-1.2440000000000002,-0.021322877545550473,2942.0
rotigotine,-0.014449712536343,96.5,-1.4460000000000002,-0.02132864029065314,2943.0
tetrahydrozoline,0.000539856712232,103.0,0.588,-0.021356290296706198,2944.0
CI-966,0.017146666051138,103.0,0.05,-0.021361614773114972,2945.0
naringin-dihydrochalcone,0.043749468984556,107.0,0.736,-0.021403165563815607,2946.0
avibactam,0.063786650935106,108.0,0.4699999999999999,-0.02144478443924865,2947.0
UNC0321,0.107951573653907,110.5,0.010000000000000054,-0.021455745828201606,2948.0
OAC1,0.06988813277789,103.0,-1.6740000000000002,-0.021486714536947654,2949.0
mitoflaxone,0.017689005380732,105.5,0.984,-0.021493835557554204,2950.0
gamma-linolenic-acid,0.058917506969587,102.5,-1.518,-0.021520806629872435,2951.0
nicardipine,0.018148829903384,103.0,-0.01200000000000001,-0.021569836841252576,2952.0
etizolam,-0.034949428486268,103.0,1.704,-0.021582306043092154,2953.0
rimantadine,0.136179432716417,102.5,-4.0280000000000005,-0.02159482405844093,2954.0
zalcitabine,0.093146228451526,104.5,-1.86,-0.0215977879002488,2955.0
AZD9668,0.100509667285199,106.0,-1.522,-0.0216399090236075,2956.0
shikimic-acid,0.023521629164799,107.5,1.548,-0.02165977173047588,2957.0
JK-184,-0.001342234413319,101.5,0.022000000000000065,-0.02167088763097121,2958.0
dronedarone,-0.067564783522998,115.5,7.598000000000001,-0.021672216269405704,2959.0
bruceantin,-0.026531492872869,109.0,3.7400000000000007,-0.021726333075323012,2960.0
ML348,0.006540085764605,103.0,0.3380000000000001,-0.0217497109814578,2961.0
siguazodan,0.072089888453368,109.0,0.5459999999999999,-0.021751105481138344,2962.0
IWP-L6,0.10899077466544,112.0,0.51,-0.021797707685211793,2963.0
lazabemide,0.03414816540317,106.5,0.792,-0.021829365879329155,2964.0
NMS-873,0.061219483230003,100.0,-2.6079999999999997,-0.02183900050705212,2965.0
zinc-undecylenate,0.082623502688802,110.5,0.774,-0.021845616355177937,2966.0
meprylcaine,0.072081625468239,102.5,-1.9939999999999998,-0.021873696960499196,2967.0
KHK-IN-1,0.165929091323807,101.0,-5.619999999999999,-0.021928339840971423,2968.0
albuterol,0.107770623195344,100.0,-4.128,-0.021937787020078536,2969.0
dihydroergotamine,-0.010745556871848,103.5,1.0559999999999998,-0.021997993367194213,2970.0
O6-benzylguanine,0.111701288783744,108.0,-1.164,-0.022035558252101944,2971.0
selegiline,0.040635792421125,105.0,-0.03399999999999999,-0.02206816840548953,2972.0
TC-S-7006,0.031442917643056,101.5,-1.0959999999999996,-0.02207477051610533,2973.0
SB-706375,0.023984648642013,103.5,-0.08200000000000003,-0.022099713427400025,2974.0
FLI-06,-0.096509205642723,104.0,4.01,-0.022100688960151677,2975.0
ketoconazole,0.078355100182784,107.5,-0.29599999999999993,-0.02215319089082035,2976.0
PK-THPP,0.051207180590469,104.5,-0.586,-0.0221803884069407,2977.0
dicoumarol,0.040330814007411,108.0,1.1199999999999999,-0.02221078638266642,2978.0
TC-G-1004,-0.012132784056533,104.5,1.454,-0.022244438865053413,2979.0
MK-1775,-0.01686429654789,96.0,-1.6960000000000002,-0.022272269276357243,2980.0
tiagabine,0.077207878914576,109.0,0.30600000000000005,-0.022275046012493787,2981.0
Betapar (Meprednisone),0.023751828755434,108.0,1.6440000000000001,-0.02229767813387466,2982.0
sildenafil,0.056005224447571,109.0,0.9799999999999999,-0.022358977060613183,2983.0
PSI-7976,0.086966110185886,108.5,-0.21999999999999992,-0.022389422058372316,2984.0
apafant,-0.082466116063837,112.0,6.616,-0.022415662973290045,2985.0
cetilistat,-0.005048940400358,104.0,1.006,-0.022418781320655407,2986.0
elvitegravir,0.058784857997625,107.0,0.10199999999999995,-0.022442143741749392,2987.0
SB-203186,0.028504333428888,102.5,-0.6700000000000002,-0.022477405449576732,2988.0
flunisolide,0.102756904879629,109.0,-0.55,-0.022482488715565907,2989.0
OC000459,0.010752664337328,102.0,-0.292,-0.02249299919666266,2990.0
fesoterodine,0.095968380190691,108.0,-0.732,-0.022577402558894104,2991.0
nadide,-0.049621989793986,94.0,-1.458,-0.02259239234902514,2992.0
fanetizole,-0.015799077447701,99.5,-0.42399999999999993,-0.022638310292344383,2993.0
QX-314,0.040870613315458,104.0,-0.514,-0.02266140070712952,2994.0
corticosterone,0.099906517226455,109.5,-0.292,-0.02268155038647039,2995.0
A-366,0.022872925537386,105.5,0.642,-0.022720788431759325,2996.0
DSR-6434,0.011284087077096,103.0,0.04199999999999995,-0.022753031823904684,2997.0
thiophanate,0.033432335785264,109.5,1.848,-0.022755416915206734,2998.0
MK-8245,0.009943523618402,103.5,0.27199999999999996,-0.022805362445926236,2999.0
AZD5363,0.220286830610257,120.5,0.06399999999999997,-0.022815601435489403,3000.0
Ro-10-5824,0.06168215075036,108.0,0.336,-0.022867338023786304,3001.0
ISO-1,0.08958361400018,105.5,-1.5379999999999998,-0.022874640604173952,3002.0
MRS-2578,0.017799118038702,105.0,0.584,-0.022918430036248345,3003.0
PNU-142633,0.017311996990983,105.5,0.788,-0.022959430283196507,3004.0
NM107,0.05531874962286,103.0,-1.4140000000000001,-0.022974376107020727,3005.0
sulindac,0.080380813764126,104.5,-1.65,-0.02302660063978886,3006.0
topiramate,0.006245795132068,102.0,-0.22599999999999998,-0.023054755406845467,3007.0
cinflumide,-0.00378271056639,110.0,3.2,-0.023079248549520554,3008.0
cephradine,0.068888429226156,105.75,-0.8009999999999999,-0.023082577217354367,3009.0
ALS-8112,-0.011184310345352,103.5,0.916,-0.023083438736762107,3010.0
Ro-61-8048,-0.003687815350069,107.0,2.0300000000000002,-0.023097105034835714,3011.0
ramatroban,-0.005497836823562,102.5,0.33799999999999997,-0.023125019977810357,3012.0
evatanepag,-0.009298894180804,97.5,-1.48,-0.02312721293034037,3013.0
tribomsalan,0.042966440251188,106.0,0.12800000000000003,-0.023129248666045526,3014.0
C646,0.099241597435087,108.5,-0.7299999999999999,-0.02318402505837876,3015.0
SC-144,0.062312909177238,105.0,-0.8960000000000001,-0.023199608504683795,3016.0
ribavirin,0.015721682092807,97.5,-2.304,-0.02322973765841115,3017.0
iproniazid,0.074473505650598,108.5,0.06000000000000001,-0.02326334357450821,3018.0
altrenogest,0.020560598861946,105.0,0.43999999999999984,-0.023303235158425584,3019.0
2-APB,0.05348715289865,101.5,-1.9939999999999998,-0.023376026895858937,3020.0
SB-228357,-0.015375878089591,106.0,1.98,-0.02337859313663293,3021.0
fenoterol,-0.012115419497563,105.5,1.6800000000000002,-0.023381802933486722,3022.0
ML323,0.018892574205982,101.0,-1.076,-0.023425984973737674,3023.0
silibinin,0.027300380691829,104.0,-0.19,-0.02347099642614377,3024.0
PSN-375963,-0.006721616632218,104.0,0.908,-0.02348957326288814,3025.0
PF-429242,0.014367344948284,98.5,-1.9100000000000001,-0.023496850926534345,3026.0
NSC-3852,-0.131051816191001,108.5,6.674000000000001,-0.023509086853849115,3027.0
Retigabine,0.067049866709131,106.0,-0.7060000000000001,-0.02351558787266439,3028.0
valdecoxib,-0.064621790574436,98.5,0.638,-0.023548675589215213,3029.0
dovitinib,-0.001966909687502,102.5,0.162,-0.023559860251669933,3030.0
tolimidone,0.146674375150716,105.5,-3.4900000000000007,-0.023614264433185483,3031.0
L-quisqualic-acid,0.039501257328683,105.5,-0.02400000000000002,-0.02362226464671639,3032.0
"1,3-dipropyl-8-phenylxanthine",0.102038268562143,103.5,-2.832,-0.023682910738155132,3033.0
linaclotide,0.025913322094825,106.5,0.794,-0.02369063043673399,3034.0
